ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
6049;35;4 hours/week;1 hours/week;2 hours;2 hours;6 hours daily;2
6050;39;20 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;3
6051;26;0 hours/week;30 hours/week;1 hours;1 hours;3 hours daily;1
6052;26;9 hours/week;28 hours/week;1 hours;1 hours;4 hours daily;2
6053;29;27 hours/week;49 hours/week;6 hours;6 hours;8 hours daily;5
6054;36;2 hours/week;22 hours/week;0 hours;0 hours;4 hours daily;0
6055;20;11 hours/week;4 hours/week;0 hours;0 hours;4 hours daily;1
6056;23;21 hours/week;47 hours/week;8 hours;8 hours;8 hours daily;5
6057;30;6 hours/week;1 hours/week;1 hours;1 hours;3 hours daily;2
6058;32;18 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;4
6059;33;21 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;2
6060;39;5 hours/week;17 hours/week;0 hours;0 hours;4 hours daily;1
6061;24;24 hours/week;47 hours/week;7 hours;7 hours;9 hours daily;5
6062;31;18 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;3
6063;30;8 hours/week;24 hours/week;1 hours;1 hours;5 hours daily;2
6064;25;5 hours/week;7 hours/week;0 hours;0 hours;6 hours daily;0
6065;40;14 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;4
6066;30;0 hours/week;1 hours/week;0 hours;0 hours;3 hours daily;2
6067;32;25 hours/week;57 hours/week;9 hours;9 hours;8 hours daily;5
6068;31;19 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;4
6069;38;21 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;3
6070;34;21 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;4
6071;32;14 hours/week;36 hours/week;3 hours;3 hours;7 hours daily;2
6072;39;22 hours/week;60 hours/week;6 hours;6 hours;7 hours daily;5
6073;28;26 hours/week;55 hours/week;9 hours;9 hours;7 hours daily;5
6074;36;4 hours/week;25 hours/week;2 hours;2 hours;5 hours daily;2
6075;32;19 hours/week;35 hours/week;11 hours;3 hours;6 hours daily;4
6076;39;14 hours/week;1 hours/week;2 hours;2 hours;4 hours daily;2
6077;38;28 hours/week;48 hours/week;9 hours;9 hours;7 hours daily;5
6078;29;1 hours/week;26 hours/week;2 hours;2 hours;4 hours daily;2
6079;20;6 hours/week;22 hours/week;11 hours;0 hours;4 hours daily;2
6080;35;22 hours/week;56 hours/week;9 hours;9 hours;8 hours daily;5
6081;30;22 hours/week;48 hours/week;8 hours;8 hours;9 hours daily;5
6082;36;24 hours/week;52 hours/week;7 hours;7 hours;9 hours daily;5
6083;27;18 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;4
6084;22;4 hours/week;12 hours/week;11 hours;0 hours;3 hours daily;0
6085;36;11 hours/week;3 hours/week;2 hours;2 hours;5 hours daily;1
6086;25;19 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;3
6087;27;12 hours/week;24 hours/week;1 hours;1 hours;3 hours daily;1
6088;29;28 hours/week;42 hours/week;8 hours;8 hours;9 hours daily;5
6089;35;28 hours/week;48 hours/week;10 hours;10 hours;7 hours daily;5
6090;32;5 hours/week;18 hours/week;2 hours;2 hours;5 hours daily;1
6091;28;22 hours/week;47 hours/week;7 hours;7 hours;7 hours daily;5
6092;26;20 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;2
6093;22;20 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;2
6094;34;23 hours/week;54 hours/week;8 hours;8 hours;8 hours daily;5
6095;29;23 hours/week;54 hours/week;7 hours;7 hours;9 hours daily;5
6096;28;22 hours/week;41 hours/week;7 hours;7 hours;7 hours daily;5
6097;39;28 hours/week;58 hours/week;7 hours;7 hours;8 hours daily;5
6098;22;26 hours/week;59 hours/week;10 hours;10 hours;8 hours daily;5
6099;26;15 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;2
6100;23;25 hours/week;42 hours/week;6 hours;6 hours;9 hours daily;5
6101;22;28 hours/week;48 hours/week;10 hours;10 hours;8 hours daily;5
6102;22;18 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;4
6103;23;2 hours/week;2 hours/week;1 hours;1 hours;5 hours daily;0
6104;32;23 hours/week;49 hours/week;11 hours;9 hours;8 hours daily;5
6105;26;15 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;4
6106;21;27 hours/week;54 hours/week;6 hours;6 hours;8 hours daily;5
6107;33;1 hours/week;17 hours/week;2 hours;2 hours;6 hours daily;2
6108;24;24 hours/week;48 hours/week;8 hours;8 hours;8 hours daily;5
6109;34;7 hours/week;12 hours/week;0 hours;0 hours;5 hours daily;0
6110;21;4 hours/week;17 hours/week;1 hours;1 hours;3 hours daily;1
6111;27;28 hours/week;54 hours/week;10 hours;10 hours;9 hours daily;5
6112;32;9 hours/week;28 hours/week;1 hours;1 hours;6 hours daily;2
6113;37;16 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;3
6114;22;11 hours/week;7 hours/week;0 hours;0 hours;3 hours daily;0
6115;27;21 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;4
6116;33;10 hours/week;0 hours/week;1 hours;1 hours;5 hours daily;0
6117;22;21 hours/week;48 hours/week;8 hours;8 hours;8 hours daily;5
6118;28;21 hours/week;58 hours/week;6 hours;6 hours;8 hours daily;5
6119;24;19 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;4
6120;40;26 hours/week;51 hours/week;6 hours;6 hours;7 hours daily;5
6121;25;9 hours/week;13 hours/week;0 hours;0 hours;4 hours daily;1
6122;38;10 hours/week;9 hours/week;1 hours;1 hours;4 hours daily;1
6123;36;20 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;2
6124;36;22 hours/week;59 hours/week;7 hours;7 hours;8 hours daily;5
6125;40;24 hours/week;53 hours/week;6 hours;6 hours;7 hours daily;5
6126;26;10 hours/week;28 hours/week;0 hours;0 hours;5 hours daily;0
6127;23;15 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;3
6128;30;24 hours/week;45 hours/week;6 hours;6 hours;8 hours daily;5
6129;25;24 hours/week;54 hours/week;10 hours;10 hours;9 hours daily;5
6130;37;6 hours/week;0 hours/week;2 hours;2 hours;3 hours daily;2
6131;31;28 hours/week;44 hours/week;6 hours;6 hours;7 hours daily;5
6132;24;18 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;3
6133;37;16 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;2
6134;35;6 hours/week;27 hours/week;1 hours;1 hours;4 hours daily;0
6135;40;15 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;4
6136;27;25 hours/week;47 hours/week;8 hours;8 hours;7 hours daily;5
6137;35;20 hours/week;35 hours/week;4 hours;4 hours;7 hours daily;3
6138;32;14 hours/week;37 hours/week;2 hours;2 hours;6 hours daily;3
6139;40;24 hours/week;58 hours/week;7 hours;7 hours;8 hours daily;5
6140;26;10 hours/week;10 hours/week;1 hours;1 hours;4 hours daily;1
6141;38;14 hours/week;24 hours/week;0 hours;0 hours;4 hours daily;2
6142;20;17 hours/week;32 hours/week;3 hours;3 hours;7 hours daily;4
6143;38;27 hours/week;50 hours/week;11 hours;6 hours;9 hours daily;5
6144;40;26 hours/week;60 hours/week;8 hours;8 hours;8 hours daily;5
6145;20;14 hours/week;29 hours/week;2 hours;2 hours;5 hours daily;0
6146;20;6 hours/week;27 hours/week;1 hours;1 hours;4 hours daily;2
6147;33;9 hours/week;2 hours/week;11 hours;1 hours;5 hours daily;2
6148;37;26 hours/week;48 hours/week;6 hours;6 hours;9 hours daily;5
6149;32;24 hours/week;46 hours/week;9 hours;9 hours;9 hours daily;5
6150;39;25 hours/week;60 hours/week;10 hours;10 hours;9 hours daily;5
6151;29;25 hours/week;44 hours/week;10 hours;10 hours;7 hours daily;5
6152;25;14 hours/week;26 hours/week;0 hours;0 hours;4 hours daily;0
6153;31;21 hours/week;30 hours/week;3 hours;3 hours;6 hours daily;3
6154;39;26 hours/week;48 hours/week;9 hours;9 hours;7 hours daily;5
6155;40;28 hours/week;42 hours/week;7 hours;7 hours;8 hours daily;5
6156;22;14 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;4
6157;23;8 hours/week;17 hours/week;1 hours;1 hours;3 hours daily;2
6158;33;19 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;4
6159;30;28 hours/week;58 hours/week;7 hours;7 hours;7 hours daily;5
6160;32;8 hours/week;10 hours/week;1 hours;1 hours;6 hours daily;1
6161;33;3 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;1
6162;34;26 hours/week;56 hours/week;10 hours;10 hours;9 hours daily;5
6163;21;5 hours/week;18 hours/week;11 hours;2 hours;4 hours daily;1
6164;38;15 hours/week;33 hours/week;5 hours;5 hours;7 hours daily;3
6165;23;0 hours/week;15 hours/week;2 hours;2 hours;5 hours daily;0
6166;24;26 hours/week;42 hours/week;10 hours;10 hours;8 hours daily;5
6167;36;4 hours/week;25 hours/week;1 hours;1 hours;6 hours daily;1
6168;29;24 hours/week;41 hours/week;8 hours;8 hours;7 hours daily;5
6169;32;7 hours/week;24 hours/week;1 hours;1 hours;6 hours daily;2
6170;25;21 hours/week;35 hours/week;5 hours;5 hours;7 hours daily;2
6171;24;21 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;2
6172;27;15 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;3
6173;34;17 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;2
6174;22;7 hours/week;11 hours/week;2 hours;2 hours;3 hours daily;0
6175;22;20 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;2
6176;40;1 hours/week;25 hours/week;1 hours;1 hours;3 hours daily;1
6177;31;19 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;2
6178;31;26 hours/week;58 hours/week;7 hours;7 hours;8 hours daily;5
6179;25;20 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;4
6180;26;23 hours/week;46 hours/week;9 hours;9 hours;9 hours daily;5
6181;32;22 hours/week;45 hours/week;10 hours;10 hours;8 hours daily;5
6182;31;14 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;3
6183;23;3 hours/week;3 hours/week;1 hours;1 hours;4 hours daily;2
6184;23;27 hours/week;40 hours/week;8 hours;8 hours;9 hours daily;5
6185;21;13 hours/week;9 hours/week;1 hours;1 hours;6 hours daily;0
6186;32;14 hours/week;4 hours/week;0 hours;0 hours;5 hours daily;2
6187;37;2 hours/week;9 hours/week;2 hours;2 hours;5 hours daily;1
6188;28;17 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;4
6189;40;28 hours/week;46 hours/week;9 hours;9 hours;8 hours daily;5
6190;40;15 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;2
6191;27;25 hours/week;57 hours/week;8 hours;8 hours;8 hours daily;5
6192;20;26 hours/week;58 hours/week;10 hours;10 hours;9 hours daily;5
6193;21;10 hours/week;26 hours/week;2 hours;2 hours;3 hours daily;2
6194;30;4 hours/week;1 hours/week;2 hours;2 hours;6 hours daily;0
6195;24;6 hours/week;7 hours/week;1 hours;1 hours;5 hours daily;2
6196;37;17 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;4
6197;34;21 hours/week;56 hours/week;6 hours;6 hours;8 hours daily;5
6198;32;26 hours/week;54 hours/week;11 hours;6 hours;9 hours daily;5
6199;26;7 hours/week;0 hours/week;2 hours;2 hours;3 hours daily;2
6200;38;14 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;3
6201;37;27 hours/week;44 hours/week;9 hours;9 hours;9 hours daily;5
6202;22;14 hours/week;7 hours/week;1 hours;1 hours;4 hours daily;0
6203;37;26 hours/week;56 hours/week;8 hours;8 hours;9 hours daily;5
6204;20;18 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;2
6205;24;23 hours/week;54 hours/week;8 hours;8 hours;9 hours daily;5
6206;31;27 hours/week;60 hours/week;6 hours;6 hours;7 hours daily;5
6207;30;5 hours/week;30 hours/week;0 hours;0 hours;4 hours daily;2
6208;40;21 hours/week;46 hours/week;7 hours;7 hours;9 hours daily;5
6209;21;20 hours/week;39 hours/week;2 hours;2 hours;6 hours daily;4
6210;24;14 hours/week;19 hours/week;1 hours;1 hours;3 hours daily;1
6211;30;21 hours/week;43 hours/week;7 hours;7 hours;8 hours daily;5
6212;40;15 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;2
6213;21;28 hours/week;54 hours/week;10 hours;10 hours;7 hours daily;5
6214;30;26 hours/week;45 hours/week;7 hours;7 hours;7 hours daily;5
6215;36;24 hours/week;60 hours/week;6 hours;6 hours;7 hours daily;5
6216;23;6 hours/week;14 hours/week;2 hours;2 hours;5 hours daily;0
6217;37;20 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;2
6218;26;27 hours/week;46 hours/week;6 hours;6 hours;7 hours daily;5
6219;24;7 hours/week;0 hours/week;0 hours;0 hours;6 hours daily;1
6220;36;4 hours/week;8 hours/week;2 hours;2 hours;5 hours daily;1
6221;37;9 hours/week;16 hours/week;0 hours;0 hours;4 hours daily;0
6222;33;9 hours/week;24 hours/week;2 hours;2 hours;4 hours daily;2
6223;26;18 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;2
6224;37;12 hours/week;19 hours/week;2 hours;2 hours;5 hours daily;0
6225;37;0 hours/week;4 hours/week;0 hours;0 hours;3 hours daily;1
6226;35;20 hours/week;39 hours/week;11 hours;5 hours;6 hours daily;3
6227;22;24 hours/week;46 hours/week;6 hours;6 hours;7 hours daily;5
6228;34;25 hours/week;42 hours/week;9 hours;9 hours;8 hours daily;5
6229;22;18 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;2
6230;32;27 hours/week;40 hours/week;6 hours;6 hours;9 hours daily;5
6231;32;22 hours/week;43 hours/week;9 hours;9 hours;8 hours daily;5
6232;21;7 hours/week;14 hours/week;0 hours;0 hours;5 hours daily;0
6233;28;26 hours/week;44 hours/week;6 hours;6 hours;7 hours daily;5
6234;35;23 hours/week;42 hours/week;8 hours;8 hours;9 hours daily;5
6235;38;5 hours/week;22 hours/week;1 hours;1 hours;4 hours daily;2
6236;40;4 hours/week;29 hours/week;0 hours;0 hours;3 hours daily;2
6237;20;5 hours/week;7 hours/week;0 hours;0 hours;3 hours daily;1
6238;23;6 hours/week;5 hours/week;2 hours;2 hours;3 hours daily;1
6239;28;0 hours/week;0 hours/week;1 hours;1 hours;3 hours daily;2
6240;37;25 hours/week;50 hours/week;6 hours;6 hours;9 hours daily;5
6241;20;1 hours/week;28 hours/week;0 hours;0 hours;6 hours daily;1
6242;39;2 hours/week;12 hours/week;1 hours;1 hours;6 hours daily;1
6243;29;21 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;2
6244;26;22 hours/week;48 hours/week;8 hours;8 hours;9 hours daily;5
6245;24;14 hours/week;26 hours/week;0 hours;0 hours;3 hours daily;2
6246;37;25 hours/week;51 hours/week;6 hours;6 hours;7 hours daily;5
6247;27;28 hours/week;42 hours/week;9 hours;9 hours;8 hours daily;5
6248;38;1 hours/week;13 hours/week;2 hours;2 hours;4 hours daily;2
6249;36;12 hours/week;16 hours/week;2 hours;2 hours;5 hours daily;2
6250;25;27 hours/week;46 hours/week;8 hours;8 hours;9 hours daily;5
6251;27;19 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;2
6252;40;27 hours/week;60 hours/week;10 hours;10 hours;8 hours daily;5
6253;20;7 hours/week;7 hours/week;11 hours;1 hours;6 hours daily;1
6254;39;16 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;2
6255;29;25 hours/week;43 hours/week;9 hours;9 hours;7 hours daily;5
6256;38;27 hours/week;47 hours/week;6 hours;6 hours;8 hours daily;5
6257;33;19 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;2
6258;39;15 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;3
6259;27;8 hours/week;21 hours/week;2 hours;2 hours;5 hours daily;2
6260;31;7 hours/week;19 hours/week;0 hours;0 hours;4 hours daily;1
6261;21;7 hours/week;15 hours/week;1 hours;1 hours;6 hours daily;2
6262;30;27 hours/week;41 hours/week;8 hours;8 hours;8 hours daily;5
6263;40;18 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;2
6264;23;20 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;4
6265;34;4 hours/week;25 hours/week;0 hours;0 hours;5 hours daily;2
6266;36;28 hours/week;55 hours/week;7 hours;7 hours;8 hours daily;5
6267;29;3 hours/week;10 hours/week;0 hours;0 hours;4 hours daily;0
6268;23;28 hours/week;40 hours/week;6 hours;6 hours;8 hours daily;5
6269;29;1 hours/week;4 hours/week;0 hours;0 hours;5 hours daily;1
6270;25;21 hours/week;41 hours/week;8 hours;8 hours;7 hours daily;5
6271;39;19 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;2
6272;34;19 hours/week;32 hours/week;2 hours;2 hours;6 hours daily;4
6273;25;0 hours/week;14 hours/week;0 hours;0 hours;5 hours daily;0
6274;20;16 hours/week;32 hours/week;2 hours;2 hours;6 hours daily;3
6275;37;3 hours/week;17 hours/week;0 hours;0 hours;6 hours daily;0
6276;39;9 hours/week;29 hours/week;1 hours;1 hours;5 hours daily;0
6277;27;15 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;4
6278;33;24 hours/week;59 hours/week;6 hours;6 hours;7 hours daily;5
6279;32;20 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;2
6280;20;11 hours/week;23 hours/week;2 hours;2 hours;4 hours daily;1
6281;27;6 hours/week;23 hours/week;0 hours;0 hours;3 hours daily;0
6282;25;10 hours/week;1 hours/week;1 hours;1 hours;5 hours daily;2
6283;38;0 hours/week;7 hours/week;1 hours;1 hours;5 hours daily;1
6284;28;6 hours/week;27 hours/week;1 hours;1 hours;6 hours daily;2
6285;20;11 hours/week;0 hours/week;1 hours;1 hours;3 hours daily;2
6286;30;17 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;2
6287;29;22 hours/week;51 hours/week;6 hours;6 hours;7 hours daily;5
6288;34;24 hours/week;51 hours/week;8 hours;8 hours;8 hours daily;5
6289;22;27 hours/week;46 hours/week;7 hours;7 hours;8 hours daily;5
6290;27;17 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;4
6291;33;11 hours/week;23 hours/week;1 hours;1 hours;6 hours daily;2
6292;24;19 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;3
6293;28;16 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;4
6294;40;20 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;4
6295;24;13 hours/week;2 hours/week;1 hours;1 hours;6 hours daily;2
6296;25;28 hours/week;49 hours/week;7 hours;7 hours;8 hours daily;5
6297;38;24 hours/week;41 hours/week;7 hours;7 hours;9 hours daily;5
6298;28;11 hours/week;18 hours/week;2 hours;2 hours;5 hours daily;0
6299;23;6 hours/week;17 hours/week;2 hours;2 hours;5 hours daily;2
6300;32;3 hours/week;9 hours/week;2 hours;2 hours;3 hours daily;2
6301;26;27 hours/week;54 hours/week;6 hours;6 hours;7 hours daily;5
6302;33;7 hours/week;18 hours/week;2 hours;2 hours;6 hours daily;0
6303;29;7 hours/week;2 hours/week;2 hours;2 hours;6 hours daily;0
6304;37;6 hours/week;29 hours/week;2 hours;2 hours;4 hours daily;1
6305;27;14 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;4
6306;24;17 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;4
6307;32;5 hours/week;17 hours/week;11 hours;2 hours;3 hours daily;0
6308;40;20 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;4
6309;24;22 hours/week;40 hours/week;8 hours;8 hours;8 hours daily;5
6310;40;19 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;4
6311;33;18 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;3
6312;21;16 hours/week;30 hours/week;3 hours;3 hours;7 hours daily;4
6313;26;21 hours/week;35 hours/week;2 hours;2 hours;6 hours daily;4
6314;28;8 hours/week;21 hours/week;2 hours;2 hours;6 hours daily;2
6315;38;21 hours/week;59 hours/week;6 hours;6 hours;9 hours daily;5
6316;39;22 hours/week;51 hours/week;6 hours;6 hours;8 hours daily;5
6317;21;18 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;3
6318;36;15 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;2
6319;33;24 hours/week;55 hours/week;9 hours;9 hours;8 hours daily;5
6320;31;6 hours/week;9 hours/week;1 hours;1 hours;6 hours daily;0
6321;29;14 hours/week;6 hours/week;0 hours;0 hours;6 hours daily;2
6322;32;21 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;2
6323;35;15 hours/week;39 hours/week;2 hours;2 hours;6 hours daily;3
6324;31;19 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;3
6325;21;6 hours/week;27 hours/week;1 hours;1 hours;6 hours daily;0
6326;24;18 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;2
6327;22;26 hours/week;46 hours/week;7 hours;7 hours;8 hours daily;5
6328;40;28 hours/week;60 hours/week;8 hours;8 hours;9 hours daily;5
6329;29;11 hours/week;9 hours/week;2 hours;2 hours;3 hours daily;1
6330;20;17 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;4
6331;24;17 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;4
6332;36;11 hours/week;2 hours/week;1 hours;1 hours;3 hours daily;2
6333;39;15 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;2
6334;40;27 hours/week;45 hours/week;8 hours;8 hours;9 hours daily;5
6335;25;19 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;2
