ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
4793;34;10 hours/week;24 hours/week;1 hours;1 hours;4 hours daily;2
4794;31;25 hours/week;57 hours/week;10 hours;10 hours;8 hours daily;5
4795;25;3 hours/week;14 hours/week;0 hours;0 hours;6 hours daily;0
4796;30;20 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;4
4797;27;3 hours/week;24 hours/week;2 hours;2 hours;5 hours daily;1
4798;20;21 hours/week;36 hours/week;11 hours;5 hours;6 hours daily;2
4799;38;10 hours/week;3 hours/week;0 hours;0 hours;4 hours daily;0
4800;20;14 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;4
4801;36;15 hours/week;32 hours/week;4 hours;4 hours;6 hours daily;2
4802;34;21 hours/week;53 hours/week;9 hours;9 hours;7 hours daily;5
4803;28;17 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;3
4804;21;20 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;3
4805;34;7 hours/week;1 hours/week;2 hours;2 hours;6 hours daily;0
4806;39;25 hours/week;42 hours/week;7 hours;7 hours;9 hours daily;5
4807;29;15 hours/week;34 hours/week;4 hours;4 hours;7 hours daily;4
4808;40;14 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;4
4809;35;14 hours/week;21 hours/week;2 hours;2 hours;3 hours daily;1
4810;34;14 hours/week;37 hours/week;4 hours;4 hours;6 hours daily;2
4811;40;23 hours/week;40 hours/week;6 hours;6 hours;9 hours daily;5
4812;39;11 hours/week;17 hours/week;0 hours;0 hours;6 hours daily;1
4813;30;24 hours/week;53 hours/week;11 hours;8 hours;7 hours daily;5
4814;39;7 hours/week;3 hours/week;1 hours;1 hours;3 hours daily;0
4815;32;22 hours/week;40 hours/week;8 hours;8 hours;9 hours daily;5
4816;37;10 hours/week;29 hours/week;1 hours;1 hours;3 hours daily;1
4817;31;23 hours/week;43 hours/week;7 hours;7 hours;8 hours daily;5
4818;29;20 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;4
4819;35;27 hours/week;41 hours/week;10 hours;10 hours;9 hours daily;5
4820;22;26 hours/week;41 hours/week;6 hours;6 hours;7 hours daily;5
4821;26;21 hours/week;46 hours/week;6 hours;6 hours;9 hours daily;5
4822;37;10 hours/week;22 hours/week;11 hours;1 hours;5 hours daily;0
4823;29;24 hours/week;51 hours/week;9 hours;9 hours;9 hours daily;5
4824;37;24 hours/week;48 hours/week;9 hours;9 hours;9 hours daily;5
4825;26;23 hours/week;44 hours/week;6 hours;6 hours;7 hours daily;5
4826;27;16 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;2
4827;38;25 hours/week;44 hours/week;7 hours;7 hours;8 hours daily;5
4828;24;28 hours/week;58 hours/week;6 hours;6 hours;9 hours daily;5
4829;29;27 hours/week;42 hours/week;8 hours;8 hours;8 hours daily;5
4830;21;19 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;4
4831;27;22 hours/week;52 hours/week;6 hours;6 hours;7 hours daily;5
4832;39;8 hours/week;7 hours/week;2 hours;2 hours;3 hours daily;0
4833;31;5 hours/week;28 hours/week;2 hours;2 hours;4 hours daily;0
4834;31;22 hours/week;43 hours/week;10 hours;10 hours;8 hours daily;5
4835;24;15 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;2
4836;38;2 hours/week;8 hours/week;0 hours;0 hours;3 hours daily;1
4837;38;0 hours/week;17 hours/week;1 hours;1 hours;4 hours daily;2
4838;25;14 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;2
4839;33;16 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;3
4840;40;25 hours/week;46 hours/week;8 hours;8 hours;8 hours daily;5
4841;33;21 hours/week;39 hours/week;2 hours;2 hours;6 hours daily;3
4842;25;6 hours/week;5 hours/week;0 hours;0 hours;5 hours daily;0
4843;25;24 hours/week;52 hours/week;9 hours;9 hours;7 hours daily;5
4844;20;2 hours/week;20 hours/week;1 hours;1 hours;4 hours daily;2
4845;33;21 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;3
4846;34;24 hours/week;43 hours/week;10 hours;10 hours;9 hours daily;5
4847;23;11 hours/week;29 hours/week;1 hours;1 hours;6 hours daily;1
4848;33;12 hours/week;11 hours/week;1 hours;1 hours;6 hours daily;2
4849;29;8 hours/week;5 hours/week;1 hours;1 hours;4 hours daily;0
4850;40;2 hours/week;13 hours/week;1 hours;1 hours;5 hours daily;1
4851;30;27 hours/week;60 hours/week;11 hours;7 hours;7 hours daily;5
4852;37;2 hours/week;15 hours/week;0 hours;0 hours;4 hours daily;2
4853;20;21 hours/week;53 hours/week;8 hours;8 hours;7 hours daily;5
4854;21;11 hours/week;11 hours/week;1 hours;1 hours;3 hours daily;0
4855;22;22 hours/week;43 hours/week;10 hours;10 hours;7 hours daily;5
4856;32;12 hours/week;15 hours/week;1 hours;1 hours;5 hours daily;0
4857;27;4 hours/week;16 hours/week;0 hours;0 hours;3 hours daily;0
4858;36;21 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;2
4859;20;23 hours/week;53 hours/week;6 hours;6 hours;9 hours daily;5
4860;35;20 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;3
4861;24;27 hours/week;45 hours/week;11 hours;6 hours;7 hours daily;5
4862;28;16 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;4
4863;29;2 hours/week;7 hours/week;0 hours;0 hours;5 hours daily;2
4864;26;17 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;2
4865;28;28 hours/week;48 hours/week;6 hours;6 hours;9 hours daily;5
4866;23;5 hours/week;15 hours/week;2 hours;2 hours;6 hours daily;2
4867;28;20 hours/week;35 hours/week;4 hours;4 hours;7 hours daily;2
4868;28;15 hours/week;36 hours/week;11 hours;3 hours;6 hours daily;3
4869;21;14 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;2
4870;28;22 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
4871;40;28 hours/week;47 hours/week;8 hours;8 hours;8 hours daily;5
4872;37;13 hours/week;16 hours/week;2 hours;2 hours;4 hours daily;1
4873;23;4 hours/week;0 hours/week;2 hours;2 hours;3 hours daily;0
4874;25;19 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;4
4875;29;24 hours/week;46 hours/week;8 hours;8 hours;8 hours daily;5
4876;20;26 hours/week;47 hours/week;9 hours;9 hours;9 hours daily;5
4877;34;11 hours/week;6 hours/week;1 hours;1 hours;5 hours daily;0
4878;24;21 hours/week;41 hours/week;6 hours;6 hours;9 hours daily;5
4879;36;21 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;3
4880;31;28 hours/week;56 hours/week;10 hours;10 hours;9 hours daily;5
4881;39;5 hours/week;4 hours/week;2 hours;2 hours;3 hours daily;1
4882;34;23 hours/week;53 hours/week;7 hours;7 hours;7 hours daily;5
4883;24;8 hours/week;17 hours/week;1 hours;1 hours;3 hours daily;2
4884;33;14 hours/week;13 hours/week;0 hours;0 hours;6 hours daily;2
4885;33;18 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;4
4886;23;14 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;2
4887;27;13 hours/week;17 hours/week;2 hours;2 hours;6 hours daily;2
4888;40;6 hours/week;14 hours/week;0 hours;0 hours;3 hours daily;0
4889;22;13 hours/week;17 hours/week;1 hours;1 hours;5 hours daily;1
4890;23;2 hours/week;0 hours/week;1 hours;1 hours;6 hours daily;2
4891;32;14 hours/week;7 hours/week;11 hours;1 hours;3 hours daily;1
4892;21;2 hours/week;10 hours/week;0 hours;0 hours;6 hours daily;2
4893;38;11 hours/week;4 hours/week;1 hours;1 hours;4 hours daily;1
4894;33;24 hours/week;60 hours/week;10 hours;10 hours;7 hours daily;5
4895;34;21 hours/week;37 hours/week;11 hours;6 hours;6 hours daily;2
4896;33;22 hours/week;48 hours/week;9 hours;9 hours;8 hours daily;5
4897;22;3 hours/week;28 hours/week;1 hours;1 hours;4 hours daily;1
4898;40;5 hours/week;3 hours/week;2 hours;2 hours;4 hours daily;1
4899;26;5 hours/week;6 hours/week;2 hours;2 hours;3 hours daily;2
4900;29;17 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;2
4901;30;17 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
4902;26;21 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;4
4903;25;14 hours/week;4 hours/week;2 hours;2 hours;6 hours daily;0
4904;21;21 hours/week;56 hours/week;9 hours;9 hours;7 hours daily;5
4905;23;27 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
4906;25;6 hours/week;6 hours/week;2 hours;2 hours;6 hours daily;0
4907;31;3 hours/week;7 hours/week;2 hours;2 hours;6 hours daily;0
4908;26;8 hours/week;5 hours/week;11 hours;0 hours;4 hours daily;0
4909;33;26 hours/week;42 hours/week;10 hours;10 hours;9 hours daily;5
4910;24;4 hours/week;7 hours/week;2 hours;2 hours;6 hours daily;0
4911;36;6 hours/week;5 hours/week;2 hours;2 hours;3 hours daily;2
4912;36;11 hours/week;26 hours/week;2 hours;2 hours;3 hours daily;2
4913;28;27 hours/week;59 hours/week;9 hours;9 hours;9 hours daily;5
4914;40;23 hours/week;45 hours/week;6 hours;6 hours;7 hours daily;5
4915;26;14 hours/week;30 hours/week;5 hours;5 hours;7 hours daily;4
4916;32;9 hours/week;3 hours/week;0 hours;0 hours;3 hours daily;2
4917;23;0 hours/week;11 hours/week;2 hours;2 hours;6 hours daily;2
4918;30;22 hours/week;48 hours/week;7 hours;7 hours;7 hours daily;5
4919;28;2 hours/week;10 hours/week;0 hours;0 hours;3 hours daily;0
4920;36;7 hours/week;15 hours/week;0 hours;0 hours;5 hours daily;1
4921;32;16 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;4
4922;36;21 hours/week;59 hours/week;6 hours;6 hours;7 hours daily;5
4923;21;20 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;2
4924;28;5 hours/week;2 hours/week;2 hours;2 hours;6 hours daily;1
4925;21;21 hours/week;36 hours/week;6 hours;6 hours;7 hours daily;3
4926;30;21 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;4
4927;31;9 hours/week;20 hours/week;1 hours;1 hours;5 hours daily;2
4928;27;13 hours/week;10 hours/week;2 hours;2 hours;6 hours daily;0
4929;39;26 hours/week;59 hours/week;10 hours;10 hours;8 hours daily;5
4930;20;20 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;2
4931;30;26 hours/week;41 hours/week;7 hours;7 hours;7 hours daily;5
4932;20;0 hours/week;27 hours/week;1 hours;1 hours;3 hours daily;2
4933;33;16 hours/week;37 hours/week;11 hours;3 hours;7 hours daily;4
4934;31;17 hours/week;35 hours/week;5 hours;5 hours;7 hours daily;4
4935;37;11 hours/week;15 hours/week;1 hours;1 hours;4 hours daily;0
4936;36;26 hours/week;42 hours/week;7 hours;7 hours;9 hours daily;5
4937;30;24 hours/week;49 hours/week;11 hours;7 hours;9 hours daily;5
4938;35;21 hours/week;47 hours/week;6 hours;6 hours;9 hours daily;5
4939;39;26 hours/week;46 hours/week;11 hours;9 hours;8 hours daily;5
4940;30;27 hours/week;49 hours/week;6 hours;6 hours;8 hours daily;5
4941;27;11 hours/week;23 hours/week;2 hours;2 hours;6 hours daily;2
4942;36;22 hours/week;42 hours/week;6 hours;6 hours;7 hours daily;5
4943;29;14 hours/week;40 hours/week;11 hours;6 hours;6 hours daily;2
4944;38;26 hours/week;51 hours/week;10 hours;10 hours;7 hours daily;5
4945;40;16 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;4
4946;28;16 hours/week;32 hours/week;4 hours;4 hours;6 hours daily;2
4947;29;8 hours/week;7 hours/week;0 hours;0 hours;5 hours daily;1
4948;23;4 hours/week;29 hours/week;0 hours;0 hours;4 hours daily;2
4949;25;16 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;4
4950;39;10 hours/week;25 hours/week;0 hours;0 hours;4 hours daily;1
4951;39;21 hours/week;30 hours/week;3 hours;3 hours;7 hours daily;2
4952;36;4 hours/week;1 hours/week;1 hours;1 hours;4 hours daily;2
4953;23;14 hours/week;8 hours/week;2 hours;2 hours;3 hours daily;0
4954;34;13 hours/week;6 hours/week;2 hours;2 hours;5 hours daily;2
4955;31;21 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;2
4956;20;28 hours/week;60 hours/week;10 hours;10 hours;7 hours daily;5
4957;22;23 hours/week;47 hours/week;10 hours;10 hours;8 hours daily;5
4958;38;24 hours/week;47 hours/week;8 hours;8 hours;8 hours daily;5
4959;27;26 hours/week;43 hours/week;11 hours;9 hours;7 hours daily;5
4960;36;21 hours/week;58 hours/week;7 hours;7 hours;8 hours daily;5
4961;22;17 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;4
4962;27;7 hours/week;5 hours/week;1 hours;1 hours;5 hours daily;2
4963;38;21 hours/week;49 hours/week;7 hours;7 hours;7 hours daily;5
4964;34;17 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;3
4965;33;18 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;2
4966;30;23 hours/week;54 hours/week;7 hours;7 hours;7 hours daily;5
4967;33;28 hours/week;49 hours/week;10 hours;10 hours;9 hours daily;5
4968;28;25 hours/week;46 hours/week;8 hours;8 hours;9 hours daily;5
4969;37;12 hours/week;16 hours/week;11 hours;1 hours;4 hours daily;1
4970;27;21 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;3
4971;33;13 hours/week;26 hours/week;1 hours;1 hours;3 hours daily;0
4972;33;16 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;3
4973;23;28 hours/week;50 hours/week;10 hours;10 hours;8 hours daily;5
4974;39;15 hours/week;38 hours/week;11 hours;6 hours;7 hours daily;3
4975;39;9 hours/week;18 hours/week;0 hours;0 hours;6 hours daily;2
4976;22;6 hours/week;6 hours/week;0 hours;0 hours;4 hours daily;0
4977;38;2 hours/week;27 hours/week;2 hours;2 hours;6 hours daily;2
4978;28;4 hours/week;0 hours/week;2 hours;2 hours;4 hours daily;2
4979;35;27 hours/week;59 hours/week;8 hours;8 hours;8 hours daily;5
4980;25;15 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;2
4981;34;15 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;3
4982;38;14 hours/week;2 hours/week;2 hours;2 hours;3 hours daily;0
4983;22;21 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;3
4984;39;22 hours/week;41 hours/week;10 hours;10 hours;7 hours daily;5
4985;31;14 hours/week;20 hours/week;1 hours;1 hours;5 hours daily;2
4986;32;19 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;4
4987;24;23 hours/week;47 hours/week;8 hours;8 hours;8 hours daily;5
4988;27;1 hours/week;6 hours/week;11 hours;1 hours;3 hours daily;2
4989;26;15 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;3
4990;35;23 hours/week;58 hours/week;10 hours;10 hours;9 hours daily;5
4991;25;20 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;3
4992;36;14 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;3
4993;28;1 hours/week;13 hours/week;2 hours;2 hours;3 hours daily;1
4994;20;22 hours/week;42 hours/week;7 hours;7 hours;9 hours daily;5
4995;21;22 hours/week;47 hours/week;6 hours;6 hours;8 hours daily;5
4996;23;3 hours/week;30 hours/week;0 hours;0 hours;6 hours daily;0
4997;28;12 hours/week;12 hours/week;0 hours;0 hours;6 hours daily;1
4998;22;5 hours/week;21 hours/week;11 hours;1 hours;5 hours daily;2
4999;31;5 hours/week;1 hours/week;2 hours;2 hours;3 hours daily;1
5000;40;17 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
5001;33;20 hours/week;40 hours/week;2 hours;2 hours;7 hours daily;2
5002;22;16 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;3
5003;28;2 hours/week;12 hours/week;2 hours;2 hours;3 hours daily;2
5004;23;16 hours/week;31 hours/week;3 hours;3 hours;6 hours daily;4
5005;35;25 hours/week;41 hours/week;10 hours;10 hours;7 hours daily;5
5006;38;27 hours/week;52 hours/week;6 hours;6 hours;7 hours daily;5
5007;33;26 hours/week;46 hours/week;8 hours;8 hours;8 hours daily;5
5008;37;14 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;3
5009;26;16 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;2
5010;25;20 hours/week;33 hours/week;5 hours;5 hours;7 hours daily;4
5011;36;17 hours/week;34 hours/week;5 hours;5 hours;7 hours daily;3
5012;36;13 hours/week;5 hours/week;0 hours;0 hours;6 hours daily;1
5013;35;16 hours/week;37 hours/week;11 hours;4 hours;7 hours daily;3
5014;28;21 hours/week;56 hours/week;9 hours;9 hours;8 hours daily;5
5015;26;21 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;2
5016;33;11 hours/week;9 hours/week;2 hours;2 hours;6 hours daily;0
5017;22;14 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;4
5018;20;6 hours/week;17 hours/week;2 hours;2 hours;5 hours daily;0
5019;27;10 hours/week;5 hours/week;2 hours;2 hours;6 hours daily;1
5020;22;4 hours/week;26 hours/week;2 hours;2 hours;3 hours daily;2
5021;38;23 hours/week;56 hours/week;10 hours;10 hours;9 hours daily;5
5022;24;9 hours/week;8 hours/week;1 hours;1 hours;5 hours daily;0
5023;32;18 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;2
5024;35;15 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;2
5025;40;4 hours/week;17 hours/week;2 hours;2 hours;4 hours daily;1
5026;35;16 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;3
5027;22;15 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;2
5028;20;7 hours/week;9 hours/week;11 hours;2 hours;4 hours daily;0
5029;37;1 hours/week;16 hours/week;0 hours;0 hours;4 hours daily;2
5030;28;4 hours/week;1 hours/week;0 hours;0 hours;5 hours daily;0
5031;40;17 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;2
5032;30;14 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;2
5033;20;21 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;2
5034;33;21 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;2
5035;24;25 hours/week;58 hours/week;9 hours;9 hours;7 hours daily;5
5036;33;13 hours/week;18 hours/week;1 hours;1 hours;4 hours daily;1
5037;23;28 hours/week;59 hours/week;8 hours;8 hours;8 hours daily;5
5038;37;14 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;2
5039;27;21 hours/week;44 hours/week;6 hours;6 hours;7 hours daily;5
5040;27;21 hours/week;45 hours/week;6 hours;6 hours;9 hours daily;5
5041;25;20 hours/week;40 hours/week;6 hours;6 hours;6 hours daily;4
5042;40;2 hours/week;0 hours/week;11 hours;0 hours;5 hours daily;2
5043;31;22 hours/week;43 hours/week;10 hours;10 hours;9 hours daily;5
5044;31;21 hours/week;46 hours/week;8 hours;8 hours;7 hours daily;5
5045;25;18 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;4
5046;28;27 hours/week;49 hours/week;11 hours;9 hours;9 hours daily;5
5047;30;11 hours/week;20 hours/week;0 hours;0 hours;6 hours daily;0
5048;24;4 hours/week;0 hours/week;1 hours;1 hours;6 hours daily;1
5049;38;11 hours/week;22 hours/week;0 hours;0 hours;3 hours daily;1
5050;28;18 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;3
5051;23;21 hours/week;56 hours/week;9 hours;9 hours;7 hours daily;5
5052;30;5 hours/week;6 hours/week;2 hours;2 hours;6 hours daily;2
5053;37;16 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;3
5054;26;24 hours/week;60 hours/week;10 hours;10 hours;8 hours daily;5
5055;36;15 hours/week;35 hours/week;4 hours;4 hours;7 hours daily;3
5056;22;2 hours/week;5 hours/week;2 hours;2 hours;3 hours daily;2
5057;35;9 hours/week;29 hours/week;1 hours;1 hours;3 hours daily;1
5058;29;25 hours/week;40 hours/week;9 hours;9 hours;7 hours daily;5
5059;37;22 hours/week;47 hours/week;8 hours;8 hours;9 hours daily;5
5060;29;24 hours/week;47 hours/week;9 hours;9 hours;8 hours daily;5
5061;22;25 hours/week;60 hours/week;10 hours;10 hours;7 hours daily;5
5062;30;22 hours/week;48 hours/week;6 hours;6 hours;8 hours daily;5
5063;38;2 hours/week;2 hours/week;1 hours;1 hours;6 hours daily;0
5064;25;26 hours/week;58 hours/week;10 hours;10 hours;8 hours daily;5
5065;24;7 hours/week;28 hours/week;1 hours;1 hours;3 hours daily;0
5066;24;27 hours/week;42 hours/week;9 hours;9 hours;7 hours daily;5
5067;29;9 hours/week;22 hours/week;0 hours;0 hours;5 hours daily;2
5068;35;12 hours/week;16 hours/week;1 hours;1 hours;5 hours daily;2
5069;21;3 hours/week;8 hours/week;2 hours;2 hours;3 hours daily;0
5070;38;6 hours/week;11 hours/week;2 hours;2 hours;3 hours daily;0
5071;23;28 hours/week;44 hours/week;7 hours;7 hours;9 hours daily;5
5072;36;16 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;2
5073;29;7 hours/week;13 hours/week;0 hours;0 hours;4 hours daily;1
5074;28;1 hours/week;20 hours/week;2 hours;2 hours;5 hours daily;1
5075;29;14 hours/week;27 hours/week;2 hours;2 hours;6 hours daily;0
5076;37;23 hours/week;41 hours/week;6 hours;6 hours;8 hours daily;5
5077;28;6 hours/week;19 hours/week;0 hours;0 hours;3 hours daily;1
5078;38;19 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;3
5079;32;24 hours/week;45 hours/week;8 hours;8 hours;9 hours daily;5
5080;36;4 hours/week;20 hours/week;0 hours;0 hours;5 hours daily;0
